Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
12/31/2021,28039,52,George County,MS,98.3,10725,43.8,10724,47.3,10691,53.2,10311,57.2,3266,91.3,9330,38.1,9330,41.2,,,9313,46.4,9008,50,3058,85.4,1741,18.7,,,,,1739,19.3,1573,27.6,1139,37.2,,,,,C,10,11,,11,12,12,Non-metro,6,7,,7,8,8,,,,,,,,,24500,22670,,20086,18022,3579,,,,,,,,
12/31/2021,21201,52,Robertson County,KY,94.1,832,39.5,832,41.7,822,45.2,780,46.5,265,57.2,777,36.9,777,38.9,,,775,42.6,738,44,258,55.7,335,43.1,,,,,335,45.4,267,57.7,165,64,,,,,B,6,6,,7,7,7,Non-metro,6,6,,7,7,7,,,,,,,,,2108,1996,,1820,1676,463,,,,,,,,
12/31/2021,05093,52,Mississippi County,AR,90.4,18501,45.5,18501,49.1,18254,54.2,17035,56.7,4820,78.8,15640,38.5,15640,41.5,,,15557,46.2,14604,48.6,4327,70.7,4269,27.3,,,,,4263,29.2,3580,40.7,2278,52.6,,,,,D,14,15,,15,15,16,Non-metro,6,7,,7,7,8,,,,,,,,,40651,37709,,33683,30043,6116,,,,,,,,
12/31/2021,31057,52,Dundy County,NE,90.3,660,39,660,40.8,656,43.9,641,46.2,307,69.3,593,35,593,36.7,,,589,39.4,581,41.9,288,65,139,23.4,,,,,139,23.9,125,28.5,88,30.6,,,,,B,6,6,,6,7,7,Non-metro,6,6,,6,7,7,,,,,,,,,1693,1618,,1496,1387,443,,,,,,,,
12/31/2021,17073,52,Henry County,IL,98,30383,62.1,30381,65.7,29538,70.3,27575,72.4,9398,92,27406,56,27406,59.3,,,26812,63.8,25005,65.6,8654,84.7,11564,42.2,,,,,11478,45.9,9047,57.7,5992,69.2,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,48913,46226,,42024,38104,10217,,,,,,,,
12/31/2021,13173,52,Lanier County,GA,59.8,1513,14.5,,0,,0,,0,,0,1338,12.8,1338,13.7,,,1325,15.2,1199,15.1,312,21.2,560,41.9,,,,,560,46.7,455,71.7,299,95,,,,,D,13,13,,13,13,13,Metro,1,1,,1,1,1,,,,,,,,,10423,9750,,8725,7929,1470,,,,,,,,
12/31/2021,31029,52,Chase County,NE,90.3,,0,,0,,0,,0,,0,1234,31.4,1234,33.6,,,1225,37.1,1171,39.7,405,48.6,537,43.5,,,,,536,45.8,467,60.6,345,85.2,,,,,A,2,2,,2,2,2,Non-metro,6,6,,6,6,6,,,,,,,,,3924,3672,,3303,2952,834,,,,,,,,
12/31/2021,18091,52,LaPorte County,IN,98.6,64980,59.1,64979,62.8,63848,67.7,60565,70,19031,93.7,58587,53.3,58586,56.6,,,58142,61.7,55382,64,17926,88.3,20905,35.7,,,,,20784,37.5,16617,47.6,10175,56.8,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,109888,103429,,94284,86579,20303,,,,,,,,
12/31/2021,08045,52,Garfield County,CO,97.3,40810,67.9,40806,72.9,39268,78.3,36029,79.9,7694,92.8,36896,61.4,36895,65.9,,,35758,71.3,32867,72.9,7218,87.1,14317,38.8,,,,,14215,43.3,9084,58.3,4904,67.9,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,60061,56004,,50126,45076,8288,,,,,,,,
12/31/2021,48409,52,San Patricio County,TX,99.1,41449,62.1,41440,66.8,40757,73.9,37509,76.3,9683,94.8,35152,52.7,35152,56.7,,,34795,63.1,32114,65.4,8593,84.2,9825,28,,,,,9784,30.5,7651,42.7,4425,51.5,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,66730,62038,,55166,49132,10209,,,,,,,,
12/31/2021,37197,52,Yadkin County,NC,97.2,22752,60.4,22748,63.7,22485,68.8,21524,72.1,7808,95,17758,47.1,17755,49.7,,,17618,53.9,16828,56.4,5935,77,3413,19.2,,,,,3399,20.2,2848,25.4,1886,31.8,,,,,C,11,11,,12,12,12,Metro,3,3,,4,4,4,,,,,,,,,37667,35700,,32660,29851,7711,,,,,,,,
12/31/2021,47123,52,Monroe County,TN,97.9,21399,46,21399,48.6,21291,52.8,20673,56.2,7931,79.5,19353,41.6,19353,43.9,,,19285,47.8,18744,50.9,7486,75,7078,36.6,,,,,7064,37.7,6224,47.2,4363,58.3,,,,,C,11,11,,11,12,12,Non-metro,7,7,,7,8,8,,,,,,,,,46545,44075,,40326,36799,9979,,,,,,,,
12/31/2021,48179,52,Gray County,TX,99.1,11330,51.8,11330,55.4,11251,61.8,10668,65.3,3293,93.3,9932,45.4,9932,48.6,,,9906,54.4,9435,57.7,3031,85.8,2598,26.2,,,,,2593,27.5,2060,35.8,1395,46,,,,,D,15,15,,16,16,16,Non-metro,7,7,,8,8,8,,,,,,,,,21886,20443,,18211,16344,3531,,,,,,,,
12/31/2021,13201,52,Miller County,GA,59.8,1537,26.9,,0,,0,,0,,0,1431,25,1431,26.6,,,1417,29,1286,29.2,247,19.2,874,61.1,,,,,872,67.8,717,95,459,95,,,,,D,13,13,,13,13,13,Non-metro,5,5,,5,5,5,,,,,,,,,5718,5389,,4886,4410,1287,,,,,,,,
12/31/2021,47021,52,Cheatham County,TN,97.9,21910,53.9,21908,57.1,21618,61.6,20486,64.4,5681,89.9,19652,48.3,19650,51.2,,,19461,55.5,18476,58.1,5325,84.3,7129,36.3,,,,,7099,38.4,5429,48.9,3251,61.1,,,,,A,3,4,,4,4,4,Metro,3,4,,4,4,4,,,,,,,,,40667,38385,,35078,31791,6318,,,,,,,,
12/31/2021,16013,52,Blaine County,ID,97.6,18416,80,,,,,18397,95,5402,95,16257,70.6,,,,,,,16250,89.5,4832,95,7615,46.8,,,,,7615,46.9,5674,59.6,3361,69.6,,,,,B,8,,,,8,8,Non-metro,8,,,,8,8,,,,,,,,,23021,21922,,20109,18163,4683,,,,,,,,
12/31/2021,23021,52,Piscataquis County,ME,96.5,10853,64.7,10852,67.5,10692,71,10184,72.9,4043,88,9957,59.3,9956,61.9,,,9864,65.5,9390,67.2,3758,81.8,4422,44.4,,,,,4409,47,3774,56.9,2460,65.5,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,16785,16075,,15061,13973,4594,,,,,,,,
12/31/2021,48457,52,Tyler County,TX,99.1,8431,38.9,8427,40.9,8387,44.2,8153,46.6,3085,63,7449,34.4,7449,36.1,,,7428,39.2,7244,41.4,2825,57.7,2334,31.3,,,,,2333,32.2,2097,42.7,1488,52.7,,,,,D,14,14,,14,15,15,Non-metro,6,6,,6,7,7,,,,,,,,,21672,20617,,18962,17499,4895,,,,,,,,
12/31/2021,35029,52,Luna County,NM,97.2,19302,81.4,19302,88,18754,95,17205,95,5313,95,16234,68.5,16234,74,,,15953,81.8,14687,83.7,4657,92.5,5824,35.9,,,,,5799,39.5,4327,50.8,2635,56.6,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,23709,21930,,19499,17550,5032,,,,,,,,
12/31/2021,13137,52,Habersham County,GA,59.8,10350,22.8,,0,,0,,0,,0,9963,22,9962,23.3,,,9859,25.4,9169,26,2694,31.7,4803,48.2,,,,,4783,52.2,3857,74.9,2594,95,,,,,C,9,9,,9,9,10,Non-metro,5,5,,5,5,6,,,,,,,,,45328,42705,,38805,35229,8500,,,,,,,,
12/31/2021,45033,52,Dillon County,SC,93.9,15193,49.8,15192,53.3,15064,59.1,14351,63,4610,88.2,13014,42.7,13014,45.7,,,12951,50.8,12336,54.2,4078,78,3586,27.6,,,,,3579,29,3092,38.6,2058,50.5,,,,,D,15,15,,16,16,16,Non-metro,7,7,,8,8,8,,,,,,,,,30479,28496,,25491,22777,5228,,,,,,,,
12/31/2021,28157,52,Wilkinson County,MS,98.3,6081,70.5,6080,74.4,5943,79.5,5511,80.6,1626,95,5262,61,5261,64.4,,,5224,69.9,4878,71.4,1478,95,1460,27.7,,,,,1458,29.9,1232,40.2,739,50,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,8630,8175,,7472,6836,1536,,,,,,,,
12/31/2021,46075,52,Jones County,SD,96.7,804,89,804,94.8,781,95,720,95,285,95,613,67.9,613,72.3,,,603,78.7,560,79.1,230,95,159,25.9,,,,,158,28.2,139,37,99,43,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,903,848,,766,708,215,,,,,,,,
12/31/2021,47171,52,Unicoi County,TN,97.9,10445,58.4,10444,61.2,10349,65.5,9910,68,3641,87.4,9293,52,9293,54.4,,,9243,58.5,8900,61.1,3405,81.8,3493,37.6,,,,,3478,39.1,2951,49.4,1966,57.7,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,17883,17070,,15799,14568,4164,,,,,,,,
12/31/2021,19043,52,Clayton County,IA,97.4,8819,50.3,8819,53.1,8712,57.5,8434,60.9,3580,83.8,8144,46.4,8144,49.1,,,8060,53.2,7825,56.5,3356,78.5,3470,42.6,,,,,3465,44.3,2897,50.8,1939,57.8,,,,,A,3,3,,4,4,4,Non-metro,7,7,,8,8,8,,,,,,,,,17549,16602,,15146,13842,4274,,,,,,,,
12/31/2021,56035,52,Sublette County,WY,96.5,4039,41.1,4039,43.4,3969,47.1,3788,49.4,1317,65.3,3254,33.1,3254,35,,,3212,38.1,3083,40.2,1123,55.7,1313,40.4,,,,,1306,42.4,1029,52,692,61.6,,,,,A,2,2,,2,3,3,Non-metro,6,6,,6,7,7,,,,,,,,,9831,9306,,8428,7662,2017,,,,,,,,
12/31/2021,16069,52,Nez Perce County,ID,97.6,24156,59.8,,,,,23651,74.4,9141,95,20386,50.5,,,,,,,19981,62.9,7637,93.5,6282,30.8,,,,,6280,31.4,5159,40.1,3617,47.4,,,,,C,12,,,,12,12,Metro,4,,,,4,4,,,,,,,,,40408,38072,,34679,31776,8168,,,,,,,,
12/31/2021,48333,52,Mills County,TX,99.1,2381,48.9,2380,51,2364,54.9,2262,58.3,1080,76.3,2056,42.2,2056,44.1,,,2049,47.6,1971,50.8,966,68.2,761,37,,,,,761,38.6,682,46.6,531,55,,,,,D,15,15,,15,16,15,Non-metro,7,7,,7,8,7,,,,,,,,,4873,4667,,4306,3878,1416,,,,,,,,
12/31/2021,31111,52,Lincoln County,NE,90.3,,0,,0,,0,,0,,0,10890,31.2,10890,33.2,,,10745,36.2,10134,37.9,3627,51.7,5741,52.7,,,,,5735,56.6,4669,72.5,3224,88.9,,,,,B,6,6,,6,6,7,Non-metro,6,6,,6,6,7,,,,,,,,,34914,32818,,29675,26756,7012,,,,,,,,
12/31/2021,17125,52,Mason County,IL,98,7287,54.5,7287,57.5,7181,61.9,6901,65.3,2513,83.9,6817,51,6817,53.8,,,6756,58.2,6500,61.5,2409,80.5,2673,39.2,,,,,2666,41,2257,53,1546,64.2,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,13359,12671,,11610,10570,2994,,,,,,,,
12/31/2021,27077,52,Lake of the Woods County,MN,94.5,2120,56.7,2120,59.5,2085,63.2,2000,65.7,861,90.7,1991,53.2,1991,55.9,,,1965,59.6,1888,62,813,85.7,965,48.5,,,,,963,51,817,60.1,554,68.1,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,3740,3561,,3297,3046,949,,,,,,,,
12/31/2021,13079,52,Crawford County,GA,59.8,2780,22.4,2780,23.5,2741,25.3,2604,26.3,753,31.2,2496,20.1,2496,21.1,,,2476,22.8,2370,23.9,686,28.5,1073,43,,,,,1068,45.1,912,64.2,544,79.3,,,,,C,9,9,,9,9,9,Metro,1,1,,1,1,1,,,,,,,,,12404,11832,,10845,9899,2411,,,,,,,,
12/31/2021,26123,52,Newaygo County,MI,95.8,21399,43.7,21398,46.3,21387,50.9,20557,54.1,7687,79.4,20904,42.7,20904,45.3,,,20835,49.6,19916,52.4,7423,76.6,9352,44.7,,,,,9302,46.7,7728,57.2,5000,67.4,,,,,C,11,11,,11,12,12,Non-metro,7,7,,7,8,8,,,,,,,,,48980,46176,,41983,38030,9687,,,,,,,,
12/31/2021,20043,52,Doniphan County,KS,93.7,3984,52.4,3983,55.3,3939,59.9,3771,62.8,1433,95,3479,45.8,3478,48.3,,,3457,52.6,3314,55.2,1274,84.8,962,27.7,,,,,962,29,812,36.5,561,44,,,,,A,3,3,,4,4,4,Metro,3,3,,4,4,4,,,,,,,,,7600,7201,,6576,6008,1503,,,,,,,,
12/31/2021,38053,52,McKenzie County,ND,92.7,4054,27,4054,29.9,3970,34.2,3726,36.4,858,64.7,3132,20.8,3132,23.1,,,3102,26.7,2956,28.9,686,51.7,851,27.2,,,,,851,28.8,631,40.5,397,57.9,,,,,B,5,5,,5,5,7,Non-metro,5,5,,5,5,7,,,,,,,,,15024,13553,,11623,10242,1326,,,,,,,,
12/31/2021,54107,52,Wood County,WV,97.3,54182,64.9,54174,68.7,53274,73.8,50416,76.3,17094,95,47081,56.4,47075,59.7,,,46571,64.5,44109,66.8,14992,85.8,15431,32.8,,,,,15379,34.9,12124,43.8,7805,52.1,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,83518,78912,,72169,66061,17464,,,,,,,,
12/31/2021,02282,52,Yakutat City and Borough,AK,96.7,444,76.7,444,80.9,430,84.8,401,84.1,101,82.8,431,74.4,431,78.5,,,419,82.6,394,82.6,98,80.3,181,42,,,,,180,45.7,129,61.1,77,78.6,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,579,549,,507,477,122,,,,,,,,
12/31/2021,39065,52,Hardin County,OH,98.7,12312,39.3,12312,41.7,12180,45.7,11678,48.5,4200,82.2,11459,36.5,11459,38.9,,,11355,42.6,10906,45.3,4003,78.3,4091,35.7,,,,,4081,37.4,3296,46.3,2229,55.7,,,,,B,6,6,,7,7,8,Non-metro,6,6,,7,7,8,,,,,,,,,31365,29490,,26631,24089,5112,,,,,,,,
12/31/2021,26027,52,Cass County,MI,95.8,24566,47.4,24565,49.9,24468,54.3,23470,57.1,9051,81.2,21313,41.2,21313,43.3,,,21229,47.1,20249,49.2,7632,68.5,7167,33.6,,,,,7137,35.2,5908,42.5,3838,50.3,,,,,B,7,7,,7,7,7,Metro,3,3,,3,3,3,,,,,,,,,51787,49229,,45057,41124,11149,,,,,,,,
12/31/2021,01061,52,Geneva County,AL,92.7,11470,43.7,11469,46.2,11433,50.5,11107,54.2,4397,81.1,9619,36.6,9618,38.7,,,9603,42.4,9345,45.6,3846,71,2566,26.7,,,,,2563,27.4,2335,35.5,1695,44.1,,,,,D,14,14,,15,15,16,Metro,2,2,,3,3,4,,,,,,,,,26271,24841,,22622,20504,5420,,,,,,,,
12/31/2021,08039,52,Elbert County,CO,97.3,10357,38.7,10356,40.5,10132,43.4,9542,45.3,2766,60.1,9547,35.7,9545,37.4,,,9395,40.2,8845,42,2611,56.7,3888,40.7,,,,,3858,43.6,3060,54.9,1689,64.7,,,,,A,2,2,,3,3,3,Metro,2,2,,3,3,3,,,,,,,,,26729,25552,,23351,21051,4602,,,,,,,,
12/31/2021,53055,52,San Juan County,WA,96.2,14883,84.6,14882,87.1,14469,89.3,13691,89.2,5413,87.6,13675,77.8,13675,80,,,13385,82.6,12675,82.6,5198,84.1,8010,58.6,,,,,7975,62.9,6184,73.7,4174,80.3,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,17582,17090,,16210,15353,6182,,,,,,,,
12/31/2021,72005,52,Aguadilla Municipio,PR,95.9,42661,84.9,42642,88,41595,92.8,38238,93,10316,91.4,37795,75.2,37789,78,,,37171,82.9,34141,83.1,9217,81.7,9297,24.6,,,,,9261,27.1,6364,36.1,3718,40.3,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,50265,48446,,44829,41107,11285,,,,,,,,
12/31/2021,21007,52,Ballard County,KY,94.1,3150,39.9,3150,42,3103,45.3,2996,48,1052,60.9,2855,36.2,2855,38.1,,,2826,41.2,2739,43.9,997,57.7,1292,45.3,,,,,1290,47.1,1117,61.5,762,76.4,,,,,B,6,6,,7,7,7,Non-metro,6,6,,7,7,7,,,,,,,,,7888,7495,,6857,6239,1727,,,,,,,,
12/31/2021,53017,52,Douglas County,WA,96.2,27892,64.2,27890,68.7,27248,75.6,25342,78.6,6512,82.6,25494,58.7,25494,62.8,,,25117,69.7,23374,72.5,6165,78.2,9110,35.7,,,,,9059,38.8,6629,56.5,4208,68.3,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,43429,40588,,36027,32246,7885,,,,,,,,
12/31/2021,27061,52,Itasca County,MN,94.5,26238,58.1,26235,61.4,25597,65.3,24264,67.8,9643,88.6,24517,54.3,24517,57.3,,,24017,61.2,22762,63.6,9100,83.7,13212,53.9,,,,,13155,57.8,10724,68.5,7086,77.9,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,45130,42756,,39218,35785,10878,,,,,,,,
12/31/2021,08053,52,Hinsdale County,CO,97.3,525,64,,0,,0,,0,,0,503,61.3,503,63.4,,,493,67,473,67.9,198,76.7,254,50.5,,,,,253,53.5,206,63,141,71.2,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,820,793,,736,697,258,,,,,,,,
12/31/2021,28037,52,Franklin County,MS,98.3,3939,51.1,3939,54,3932,59.3,3697,62,1194,74.5,3463,44.9,3463,47.5,,,3462,52.2,3272,54.9,1117,69.7,866,25,,,,,865,26.4,760,35.7,500,44.8,,,,,C,11,11,,12,12,11,Non-metro,7,7,,8,8,7,,,,,,,,,7713,7290,,6628,5965,1603,,,,,,,,
12/31/2021,15003,52,Honolulu County,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,Metro,,,,,,,,,,,,,,,974563,914681,,833474,769692,177668,,,,,,,,
12/31/2021,25009,52,Essex County,MA,89.9,657278,83.3,657262,88.3,630975,92.6,581583,93.4,151949,95,552298,70,552294,74.2,,,533738,78.4,490763,78.9,121886,88,212049,38.4,,,,,210132,42.8,142582,54.5,77541,63.6,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,789034,744724,,681037,622395,138529,,,,,,,,
12/31/2021,72103,52,Naguabo Municipio,PR,95.9,17623,68.4,17621,71.1,16968,73.9,15543,76.1,4103,85,15372,59.7,15372,62,,,15023,65.4,13754,67.4,3606,74.7,3584,23.3,,,,,3568,25.9,2462,36.4,1530,42.4,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,25761,24778,,22975,20419,4829,,,,,,,,
12/31/2021,49041,52,Sevier County,UT,97.6,10407,48.1,10402,52,10162,57.5,9358,60.9,3245,91,8903,41.2,8903,44.5,,,8780,49.7,8129,52.9,2888,81,2621,29.4,,,,,2617,32.2,2135,43.1,1503,52,,,,,B,7,7,,7,8,8,Non-metro,7,7,,7,8,8,,,,,,,,,21620,20023,,17658,15365,3567,,,,,,,,
12/31/2021,48121,52,Denton County,TX,99.1,585347,66,585300,70.3,568275,75.9,521366,77.6,89911,95,519551,58.6,519545,62.4,,,509189,68,468966,69.8,82709,88.5,163970,31.6,,,,,162673,34.7,98687,47.7,48316,58.4,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,887207,833159,,749075,671713,93499,,,,,,,,
12/31/2021,22009,52,Avoyelles Parish,LA,96.8,20389,50.8,20386,54.4,20234,59.8,19094,62.1,5359,77.1,17445,43.5,17445,46.5,,,17391,51.4,16468,53.6,4983,71.6,5152,29.5,,,,,5136,31.2,4225,42.4,2760,55.4,,,,,D,15,15,,16,16,16,Non-metro,7,7,,8,8,8,,,,,,,,,40144,37503,,33823,30733,6955,,,,,,,,
12/31/2021,48063,52,Camp County,TX,99.1,5742,43.9,5740,47.2,5677,52.3,5356,55.5,1835,73.6,4891,37.4,4890,40.2,,,4870,44.9,4603,47.7,1663,66.7,1455,29.7,,,,,1449,31.5,1255,42,858,51.6,,,,,D,14,15,,15,15,15,Non-metro,6,7,,7,7,7,,,,,,,,,13094,12165,,10845,9646,2494,,,,,,,,
12/31/2021,UNK,52,Unknown County,NE,90.3,192586,0,192535,0,192333,0,190074,0,78334,0,112783,0,112766,0,,,112688,0,111421,0,34894,0,16342,14.5,,,,,16332,14.7,14077,23.2,10402,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,12017,52,Citrus County,FL,98.7,92368,61.7,92354,64.1,91865,67.7,89563,70.2,49905,90.8,81499,54.5,81496,56.5,,,81179,59.9,79140,62,44801,81.5,32423,39.8,,,,,32371,40.9,30078,46.3,23521,52.5,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,149657,144147,,135615,127662,54938,,,,,,,,
12/31/2021,27087,52,Mahnomen County,MN,94.5,3539,64,3539,70.1,3445,80.6,3202,85,1101,95,3120,56.5,3120,61.8,,,3079,72,2865,76,1036,95,1253,40.2,,,,,1250,43.6,1019,55,654,63.1,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,5527,5050,,4276,3769,954,,,,,,,,
12/31/2021,48101,52,Cottle County,TX,99.1,508,36.3,508,38.5,505,41.9,487,45.2,217,64,447,32,447,33.9,,,446,37,436,40.5,197,58.1,145,32.4,,,,,144,33,127,36.8,85,43.1,,,,,D,14,14,,14,15,15,Non-metro,6,6,,6,7,7,,,,,,,,,1398,1318,,1204,1077,339,,,,,,,,
12/31/2021,31019,52,Buffalo County,NE,90.3,,0,,0,,0,,0,,0,19472,39.2,19472,42,,,19023,45.4,17702,46.5,3911,52.3,10206,52.4,,,,,10154,57.4,7387,85.8,4818,95,,,,,B,6,7,,7,7,7,Non-metro,6,7,,7,7,7,,,,,,,,,49659,46367,,41861,38080,7473,,,,,,,,
12/31/2021,17013,52,Calhoun County,IL,98,2262,47.7,2260,50,2228,54,2139,56.5,840,73.5,2072,43.7,2072,45.9,,,2056,49.8,1976,52.2,772,67.5,769,37.1,,,,,766,38.8,668,50.2,462,59.8,,,,,A,3,3,,3,4,3,Metro,3,3,,3,4,3,,,,,,,,,4739,4516,,4126,3783,1143,,,,,,,,
12/31/2021,41039,52,Lane County,OR,97.8,274066,71.7,274065,75.3,268462,79.8,252736,80.9,74072,95,249214,65.2,249214,68.5,,,245996,73.1,231797,74.2,68640,90.1,97151,39,,,,,96645,41.7,68816,56.2,46162,67.3,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,382067,363753,,336583,312552,76174,,,,,,,,
12/31/2021,01081,52,Lee County,AL,92.7,71726,43.6,71724,46.3,70348,49.7,66430,51.2,14895,73,60131,36.5,60131,38.8,,,59637,42.1,56526,43.5,12882,63.1,16218,27,,,,,16129,28.5,10726,41.1,6460,50.1,,,,,C,10,10,,11,11,11,Metro,2,2,,3,3,3,,,,,,,,,164542,154970,,141532,129821,20412,,,,,,,,
12/31/2021,39157,52,Tuscarawas County,OH,98.7,41365,45,41365,48,40849,52.3,39063,55,14605,79.5,38939,42.3,38939,45.2,,,38553,49.3,36915,52,14095,76.8,16278,41.8,,,,,16222,43.9,13362,54.2,9058,64.3,,,,,B,7,7,,7,8,8,Non-metro,7,7,,7,8,8,,,,,,,,,91987,86197,,78171,70996,18364,,,,,,,,
12/31/2021,24023,52,Garrett County,MD,98.7,15795,54.4,15794,57.2,15616,60.8,15054,63.6,5785,86.2,13857,47.8,13857,50.1,,,13724,53.5,13246,55.9,5227,77.9,5793,41.8,,,,,5769,43.6,4759,52.4,3131,59.9,,,,,A,3,4,,4,4,4,Non-metro,7,8,,8,8,8,,,,,,,,,29014,27634,,25670,23685,6713,,,,,,,,
12/31/2021,13045,52,Carroll County,GA,59.8,33382,27.8,33374,29.7,32845,32.3,30487,33.3,7963,48,30111,25.1,30110,26.8,,,29818,29.4,27947,30.5,7822,47.1,11106,36.9,,,,,11065,39.6,8598,54.7,5475,70,,,,,D,13,13,,13,14,14,Metro,1,1,,1,2,2,,,,,,,,,119992,112319,,101574,91687,16597,,,,,,,,
12/31/2021,29127,52,Marion County,MO,91.3,12800,44.9,12799,47.9,12667,52.4,12145,55.4,4512,86.3,11425,40,11425,42.8,,,11343,46.9,10873,49.6,4197,80.3,4067,35.6,,,,,4063,37.4,3447,47.6,2435,58,,,,,C,11,11,,11,11,12,Non-metro,7,7,,7,7,8,,,,,,,,,28530,26717,,24187,21939,5228,,,,,,,,
12/31/2021,13307,52,Webster County,GA,59.8,609,23.4,,0,,0,,0,,0,562,21.6,562,22.6,,,557,24,527,24.8,152,24.6,346,61.6,,,,,345,65.5,297,95,184,95,,,,,D,13,13,,13,13,13,Non-metro,5,5,,5,5,5,,,,,,,,,2607,2483,,2325,2124,619,,,,,,,,
