Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
12/31/2021,05071,52,Johnson County,AR,90.4,14557,54.8,14553,58.6,14348,64.4,13322,66.4,3493,77.9,12397,46.6,12397,49.9,,,12282,55.1,11453,57.1,3117,69.5,3288,26.5,,,,,3279,28.6,2596,41.9,1703,54.6,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,26578,24847,,22287,20060,4485,,,,,,,,
12/31/2021,UNK,52,Unknown County,AZ,97.7,126522,0,126496,0,123653,0,119155,0,34086,0,94507,0,94502,0,,,93387,0,91313,0,23634,0,33296,35.2,,,,,33272,36.4,28423,58.7,22054,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,18029,52,Dearborn County,IN,98.6,32725,66.2,32722,69.8,32315,75.6,30879,80,10024,95,28895,58.4,28895,61.6,,,28703,67.2,27459,71.1,9249,95,8893,30.8,,,,,8851,32.2,7397,41.2,4792,51.8,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,49458,46886,,42734,38619,9064,,,,,,,,
12/31/2021,12027,52,DeSoto County,FL,98.7,20717,54.5,20706,57.3,20552,61.6,19576,63.5,7530,88,16524,43.5,16522,45.7,,,16444,49.3,15630,50.7,6212,72.6,4181,25.3,,,,,4165,26.6,3740,37.4,2799,45.1,,,,,D,15,15,,15,16,16,Non-metro,7,7,,7,8,8,,,,,,,,,38001,36126,,33359,30849,8558,,,,,,,,
12/31/2021,36009,52,Cattaraugus County,NY,97.6,45433,59.7,45430,63.1,44349,67.7,41563,69.9,13684,91.1,40663,53.4,40661,56.5,,,39965,61,37387,62.9,12184,81.1,16575,40.8,,,,,16496,44.1,12956,55.9,7821,64.2,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,76117,71957,,65478,59481,15022,,,,,,,,
12/31/2021,21039,52,Carlisle County,KY,94.1,2039,42.8,2039,45.8,2036,50.5,1981,54.1,775,75.4,1866,39.2,1866,42,,,1864,46.3,1812,49.5,728,70.8,649,34.8,,,,,648,35.8,575,45.9,416,57.1,,,,,B,6,7,,7,7,8,Non-metro,6,7,,7,7,8,,,,,,,,,4760,4448,,4030,3663,1028,,,,,,,,
12/31/2021,47015,52,Cannon County,TN,97.9,5037,34.3,5037,36.5,5012,39.9,4873,42.3,1696,62.3,4450,30.3,4450,32.2,,,4431,35.2,4316,37.4,1553,57.1,1520,34.2,,,,,1517,35.1,1257,43.7,830,53.4,,,,,B,6,6,,6,6,7,Metro,2,2,,2,2,3,,,,,,,,,14678,13800,,12573,11528,2722,,,,,,,,
12/31/2021,28009,52,Benton County,MS,98.3,4569,55.3,4568,58.6,4538,63.7,4320,66.5,1404,89.7,3956,47.9,3956,50.8,,,3949,55.4,3776,58.1,1290,82.4,973,24.6,,,,,973,25.8,859,33.8,580,45,,,,,C,11,12,,12,12,12,Metro,3,4,,4,4,4,,,,,,,,,8259,7791,,7127,6498,1566,,,,,,,,
12/31/2021,35035,52,Otero County,NM,97.2,45351,67.2,45346,72,44251,77.7,41462,79.6,10805,92.5,37745,55.9,37742,59.9,,,37073,65.1,34789,66.8,9374,80.2,11291,29.9,,,,,11236,32.3,8304,46.9,5143,54.9,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,67490,62994,,56959,52062,11687,,,,,,,,
12/31/2021,22013,52,Bienville Parish,LA,96.8,6822,51.5,6822,54.7,6763,59.7,6501,63.1,2377,82.7,6033,45.6,6033,48.4,,,6008,53,5786,56.2,2225,77.4,1887,31.3,,,,,1883,32.5,1648,40.9,1095,49.2,,,,,D,15,15,,16,16,16,Non-metro,7,7,,8,8,8,,,,,,,,,13241,12464,,11328,10299,2873,,,,,,,,
12/31/2021,27039,52,Dodge County,MN,94.5,12711,60.7,12711,64.7,12086,68.8,11081,71.1,2845,89.6,12129,57.9,12129,61.7,,,11659,66.4,10667,68.5,2781,87.6,5856,48.3,,,,,5796,54.3,3825,66.2,2049,73.7,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,20934,19654,,17555,15575,3174,,,,,,,,
12/31/2021,48075,52,Childress County,TX,99.1,3519,48.2,3517,50.4,3493,54.4,3342,56.5,821,70.5,3223,44.1,3222,46.2,,,3211,50,3082,52.1,779,66.9,915,28.4,,,,,915,29.7,581,39.4,389,49.9,,,,,C,11,11,,12,12,11,Non-metro,7,7,,8,8,7,,,,,,,,,7306,6973,,6421,5918,1165,,,,,,,,
12/31/2021,13025,52,Brantley County,GA,59.8,3170,16.6,3170,17.7,3152,19.4,2978,20.3,872,26.6,2732,14.3,2732,15.2,,,2727,16.8,2588,17.6,808,24.6,953,34.9,,,,,953,36.8,808,51.1,543,67.2,,,,,C,9,9,,9,9,9,Metro,1,1,,1,1,1,,,,,,,,,19109,17943,,16258,14683,3283,,,,,,,,
12/31/2021,19165,52,Shelby County,IA,97.4,7023,61.3,7023,64.7,6915,70.3,6577,74,2452,92.7,6520,56.9,6520,60.1,,,6445,65.5,6144,69.2,2331,88.1,3280,50.3,,,,,3269,53.2,2707,65.3,1752,75.2,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,11454,10854,,9843,8882,2645,,,,,,,,
12/31/2021,72003,52,Aguada Municipio,PR,95.9,29947,81.6,29943,84.4,29122,89,26843,87.8,6536,88,25865,70.5,25864,72.9,,,25388,77.6,23413,76.6,5506,74.1,5549,21.5,,,,,5536,23.6,3556,29.8,1899,34.5,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,36694,35461,,32726,30580,7428,,,,,,,,
12/31/2021,51023,52,Botetourt County,VA,80.6,18304,54.8,18303,57.2,18079,61,17158,63.3,6239,80.3,15934,47.7,15934,49.8,,,15758,53.2,14957,55.2,5529,71.1,3377,21.2,,,,,3354,22.4,2653,26.6,1724,31.2,,,,,A,3,3,,4,4,4,Metro,3,3,,4,4,4,,,,,,,,,33419,32018,,29630,27117,7773,,,,,,,,
12/31/2021,53033,52,King County,WA,96.2,1898886,84.3,1898459,89.3,1811630,93.1,1680466,93.3,297469,95,1738591,77.2,1738530,81.8,,,1673260,85.9,1550369,86.1,279879,92,759210,43.7,,,,,751676,48.5,401580,63.1,207271,74.1,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,2252782,2125383,,1946808,1801166,304315,,,,,,,,
12/31/2021,29045,52,Clark County,MO,91.3,2344,34.5,2344,36.6,2324,40,2236,42.4,865,59.3,1975,29.1,1975,30.8,,,1965,33.8,1897,36,765,52.4,695,35.2,,,,,694,36.6,632,48,496,64.8,,,,,B,5,6,,6,6,7,Non-metro,5,6,,6,6,7,,,,,,,,,6797,6404,,5807,5270,1459,,,,,,,,
12/31/2021,40045,52,Ellis County,OK,94,1502,38.9,1502,41.1,1494,45,1461,49,714,79.8,1296,33.6,1296,35.4,,,1290,38.8,1262,42.3,612,68.4,449,34.6,,,,,447,35.4,397,43.2,317,51.8,,,,,B,6,6,,6,7,7,Non-metro,6,6,,6,7,7,,,,,,,,,3859,3658,,3323,2981,895,,,,,,,,
12/31/2021,34009,52,Cape May County,NJ,93.8,76327,82.9,76324,86.7,75143,92,71959,94.6,26691,95,64731,70.3,64731,73.5,,,63981,78.4,61245,80.5,22312,88.7,25046,38.7,,,,,24952,40.7,20434,51,13094,58.7,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,92039,88016,,81647,76089,25166,,,,,,,,
12/31/2021,06089,52,Shasta County,CA,97.5,99726,55.4,99712,58.8,98300,63.7,93981,66.5,34484,90.6,84971,47.2,84962,50.1,,,84095,54.5,80371,56.9,29404,77.2,27206,32,,,,,27115,33.7,22046,42.8,14805,50.4,,,,,C,11,12,,12,12,12,Metro,3,4,,4,4,4,,,,,,,,,180080,169600,,154210,141263,38069,,,,,,,,
12/31/2021,33003,52,Carroll County,NH,94.2,46991,95,46978,95,46074,95,44185,95,18345,95,34219,70,34215,72.6,,,33646,76.1,32051,77.4,12392,87.5,10447,30.5,,,,,10381,32.4,8543,38.1,5350,43.2,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,48910,47131,,44213,41415,14167,,,,,,,,
12/31/2021,22003,52,Allen Parish,LA,96.8,9788,38.2,9788,40.7,9751,44.7,9410,47.3,2557,65.5,8764,34.2,8764,36.5,,,8743,40.1,8463,42.5,2378,60.9,2258,25.8,,,,,2252,26.6,1792,37.2,1152,48.4,,,,,D,14,14,,15,15,15,Non-metro,6,6,,7,7,7,,,,,,,,,25627,24030,,21819,19893,3906,,,,,,,,
12/31/2021,19099,52,Jasper County,IA,97.4,22544,60.6,22543,64.3,22102,69.3,20847,72,6654,91.8,20890,56.2,20890,59.5,,,20568,64.5,19438,67.1,6230,85.9,9724,46.5,,,,,9684,49.8,7444,62.5,4587,73.6,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,37185,35081,,31893,28955,7249,,,,,,,,
12/31/2021,48251,52,Johnson County,TX,99.1,87202,49.6,87185,53.1,85910,58.8,80399,61.7,21027,83.6,75846,43.1,75843,46.2,,,75155,51.4,70651,54.3,19099,75.9,19971,26.3,,,,,19868,28.1,15417,39,9341,48.9,,,,,C,11,11,,12,12,12,Metro,3,3,,4,4,4,,,,,,,,,175817,164221,,146208,130222,25151,,,,,,,,
12/31/2021,06033,52,Lake County,CA,97.5,40934,63.6,40932,67.6,40552,73.4,38522,75.9,12992,87.5,35933,55.8,35932,59.3,,,35747,64.7,34093,67.2,11712,78.9,10373,28.9,,,,,10363,30.4,8634,39.9,5721,48.8,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,64386,60589,,55218,50758,14849,,,,,,,,
12/31/2021,40051,52,Grady County,OK,94,24297,43.5,24294,46.1,24028,50.6,22850,53.7,7344,78.7,19999,35.8,19997,37.9,,,19844,41.8,18842,44.3,5964,63.9,6106,30.5,,,,,6083,32.3,4910,42.7,3190,53.5,,,,,B,6,6,,7,7,7,Metro,2,2,,3,3,3,,,,,,,,,55834,52732,,47458,42575,9337,,,,,,,,
12/31/2021,29173,52,Ralls County,MO,91.3,3129,30.4,3129,32,3102,34.7,2988,36.7,1258,54.9,2805,27.2,2805,28.7,,,2791,31.2,2689,33.1,1156,50.4,1438,51.3,,,,,1438,53.5,1268,64.8,912,78.9,,,,,A,1,1,,2,2,3,Non-metro,5,5,,6,6,7,,,,,,,,,10309,9789,,8942,8135,2293,,,,,,,,
12/31/2021,24021,52,Frederick County,MD,98.7,209735,80.8,209717,85.9,200507,90.8,183848,92.1,39291,95,187606,72.3,187601,76.8,,,181245,82.1,166142,83.3,36296,94.4,75033,40,,,,,73975,44.5,46724,56.7,24685,68,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,259547,244221,,220706,199557,38454,,,,,,,,
12/31/2021,72133,52,Santa Isabel Municipio,PR,95.9,16473,77.7,16472,80.8,15774,83.4,14300,84.3,3360,94.4,14204,67,14203,69.7,,,13805,73,12465,73.5,2864,80.5,3760,26.5,,,,,3740,30,2263,37.7,1188,41.5,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,21209,20381,,18915,16970,3558,,,,,,,,
12/31/2021,13305,52,Wayne County,GA,59.8,11224,37.5,11223,40,11138,44.2,10670,47.1,3114,65.1,9848,32.9,9848,35.1,,,9796,38.9,9452,41.7,2912,60.9,2861,29.1,,,,,2858,30.2,2299,41.9,1510,51.9,,,,,D,14,14,,14,15,15,Non-metro,6,6,,6,7,7,,,,,,,,,29927,28031,,25175,22665,4783,,,,,,,,
12/31/2021,21049,52,Clark County,KY,94.1,21374,58.9,21374,62.7,20938,67.6,19688,69.8,5607,84.8,18765,51.7,18765,55.1,,,18491,59.7,17369,61.6,4998,75.6,6896,36.7,,,,,6856,39.5,5166,50.9,3099,62,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,36263,34070,,30958,28215,6609,,,,,,,,
12/31/2021,21101,52,Henderson County,KY,94.1,25257,55.9,25257,59.3,24891,64.6,23636,67.7,7491,90.7,21895,48.4,21895,51.4,,,21705,56.3,20638,59.1,6735,81.5,7394,33.8,,,,,7364,35.7,6119,47.4,3961,58.8,,,,,C,11,12,,12,12,12,Metro,3,4,,4,4,4,,,,,,,,,45210,42571,,38527,34913,8260,,,,,,,,
12/31/2021,17051,52,Fayette County,IL,98,7968,37.3,7968,39.6,7893,42.8,7626,45.1,2996,72.4,7202,33.8,7202,35.8,,,7162,38.8,6923,41,2776,67.1,2553,35.4,,,,,2547,36.8,2202,47.1,1548,55.8,,,,,C,10,10,,10,11,11,Non-metro,6,6,,6,7,7,,,,,,,,,21336,20099,,18463,16898,4136,,,,,,,,
12/31/2021,38077,52,Richland County,ND,92.7,9187,56.8,9187,60.6,8978,65.2,8522,67.4,2812,93.1,7975,49.3,7975,52.6,,,7852,57,7438,58.8,2411,79.8,3387,42.5,,,,,3380,45.4,2729,58.5,1662,68.9,,,,,A,3,4,,4,4,4,Non-metro,7,8,,8,8,8,,,,,,,,,16177,15171,,13777,12641,3021,,,,,,,,
12/31/2021,37115,52,Madison County,NC,97.2,14066,64.7,14065,67.8,13830,71.6,13305,74.2,4787,95,11911,54.8,11910,57.4,,,11747,60.8,11330,63.2,4188,83.2,3701,31.1,,,,,3681,32.5,2930,39.9,1947,46.5,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,21755,20741,,19327,17939,5034,,,,,,,,
12/31/2021,19085,52,Harrison County,IA,97.4,7875,56.1,7875,59.6,7723,64.6,7310,67.5,2676,95,6960,49.5,6960,52.7,,,6892,57.6,6558,60.6,2449,87.8,2528,36.3,,,,,2522,38.5,2054,46.3,1313,53.6,,,,,A,3,4,,4,4,4,Metro,3,4,,4,4,4,,,,,,,,,14049,13219,,11958,10830,2790,,,,,,,,
12/31/2021,04009,52,Graham County,AZ,97.7,26351,67.9,26348,72.9,25600,80.2,23580,82.8,5718,95,22817,58.8,22816,63.2,,,22559,70.6,20951,73.6,5323,95,6752,29.6,,,,,6696,32,4625,43.6,2794,52.5,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,38837,36119,,31936,28485,5440,,,,,,,,
12/31/2021,26113,52,Missaukee County,MI,95.8,7275,48.1,7274,51.3,7267,56.6,7054,60.5,2688,85.7,7047,46.6,7047,49.7,,,7039,54.8,6816,58.5,2601,83,3179,45.1,,,,,3170,46.5,2722,58.7,1815,69.8,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,15118,14173,,12835,11658,3135,,,,,,,,
12/31/2021,35028,52,Los Alamos County,NM,97.2,17922,92.5,17921,95,17060,95,15544,95,3761,95,15829,81.7,15829,86.2,,,15076,90.4,13686,90.6,3346,95,8269,52.2,,,,,8163,59.6,5023,70,2541,75.9,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,19369,18362,,16676,15103,3503,,,,,,,,
12/31/2021,13009,52,Baldwin County,GA,59.8,8235,18.3,,0,,0,,0,,0,7900,17.6,7900,18.5,,,7772,19.7,6886,18.8,1536,20.8,5372,68,,,,,5350,77.7,4120,95,2475,95,,,,,D,13,13,,13,13,13,Non-metro,5,5,,5,5,5,,,,,,,,,44890,42777,,39513,36602,7398,,,,,,,,
12/31/2021,48003,52,Andrews County,TX,99.1,8950,47.8,8949,52.3,8768,59.3,8119,62.9,1679,91.6,7821,41.8,7821,45.7,,,7739,52.3,7187,55.7,1545,84.3,1991,25.5,,,,,1985,27.6,1446,39.8,793,51.3,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,18705,17125,,14795,12902,1833,,,,,,,,
12/31/2021,72121,52,Sabana Grande Municipio,PR,95.9,18963,87.3,18961,90.7,18196,94,16749,94.3,5043,95,16985,78.2,16985,81.3,,,16567,85.6,15281,86.1,4647,90,4762,28,,,,,4750,31.1,3141,37.6,1883,40.5,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,21712,20897,,19364,17758,5161,,,,,,,,
12/31/2021,19135,52,Monroe County,IA,97.4,3678,47.7,3678,50.6,3629,54.9,3492,58.8,1363,87.1,3415,44.3,3415,47,,,3389,51.3,3262,55,1298,83,1629,47.7,,,,,1623,49.8,1377,60.9,927,71.4,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,7707,7266,,6605,5936,1564,,,,,,,,
12/31/2021,38067,52,Pembina County,ND,92.7,4213,61.9,4213,65.6,4139,70.3,3957,73.2,1506,92.8,3621,53.2,3621,56.4,,,3575,60.8,3424,63.4,1323,81.6,1317,36.4,,,,,1310,38.3,1070,45.4,687,51.9,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,6801,6419,,5884,5403,1622,,,,,,,,
12/31/2021,55065,52,Lafayette County,WI,96.8,10430,62.6,10430,66.7,10097,71.6,9431,74.4,3191,95,9614,57.7,9614,61.5,,,9393,66.6,8796,69.4,3052,94.5,4557,47.4,,,,,4536,51.6,3610,63.9,2251,73.8,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,16665,15632,,14099,12679,3229,,,,,,,,
12/31/2021,18005,52,Bartholomew County,IN,98.6,52129,62.2,52129,66.5,50387,71.4,46867,73.3,12396,89.5,47226,56.4,47226,60.3,,,46298,65.6,43191,67.6,11743,84.8,18177,38.5,,,,,18005,41.7,12437,54.1,7570,64.5,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,83779,78336,,70530,63900,13851,,,,,,,,
12/31/2021,72127,52,San Juan Municipio,PR,95.9,273452,85.9,273355,89.2,264742,93.2,248295,93.7,66100,88.4,221394,69.5,221374,72.3,,,216155,76.1,202713,76.5,54463,72.8,62877,28.4,,,,,62521,30.8,42561,40,23697,43.5,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,318441,306371,,284001,264985,74783,,,,,,,,
12/31/2021,35015,52,Eddy County,NM,97.2,30302,51.8,30301,55.9,29681,61.9,27957,65.1,6987,81.9,25734,44,25734,47.5,,,25431,53,23956,55.8,6272,73.5,8242,32,,,,,8210,34.3,6006,45.9,3454,55.1,,,,,C,11,11,,12,12,12,Non-metro,7,7,,8,8,8,,,,,,,,,58460,54179,,47961,42946,8535,,,,,,,,
12/31/2021,29185,52,St. Clair County,MO,91.3,3552,37.8,3552,40,3513,42.7,3398,45.1,1515,58.5,3114,33.1,3114,35.1,,,3090,37.6,2996,39.7,1402,54.1,1224,39.3,,,,,1223,40.8,1099,50.1,834,59.5,,,,,B,6,6,,6,6,7,Non-metro,6,6,,6,6,7,,,,,,,,,9397,8877,,8229,7540,2590,,,,,,,,
12/31/2021,13135,52,Gwinnett County,GA,59.8,352052,37.6,351977,40.2,339708,43.6,299824,43.6,54035,55.2,319150,34.1,319138,36.5,,,312836,40.2,279997,40.7,52604,53.7,133890,42,,,,,132631,47.4,85494,64.7,40733,77.4,,,,,B,6,6,,7,7,7,Metro,2,2,,3,3,3,,,,,,,,,936250,875401,,778651,687242,97934,,,,,,,,
12/31/2021,22087,52,St. Bernard Parish,LA,96.8,24868,52.6,24868,56.6,24475,63.1,22625,65.1,4693,82.8,21699,45.9,21699,49.4,,,21563,55.6,20076,57.8,4505,79.5,5796,26.7,,,,,5760,28.7,4154,40.8,2315,51.4,,,,,D,15,15,,16,16,16,Metro,3,3,,4,4,4,,,,,,,,,47244,43915,,38803,34744,5665,,,,,,,,
12/31/2021,48067,52,Cass County,TX,99.1,11698,39,11697,41.3,11655,45.3,11256,48.2,4789,69.9,10071,33.5,10070,35.5,,,10048,39,9728,41.6,4244,61.9,2892,28.7,,,,,2889,29.7,2627,36.7,1860,43.8,,,,,D,14,14,,14,15,15,Non-metro,6,6,,6,7,7,,,,,,,,,30026,28327,,25741,23363,6856,,,,,,,,
12/31/2021,31007,52,Banner County,NE,90.3,,0,,0,,0,,0,,0,224,30.1,224,32.5,,,218,35.5,206,36.6,71,39.7,93,41.5,,,,,93,45.1,75,54,59,83.1,,,,,A,2,2,,2,2,2,Non-metro,6,6,,6,6,6,,,,,,,,,745,689,,614,563,179,,,,,,,,
12/31/2021,42053,52,Forest County,PA,94.6,5467,75.4,5467,76.9,5442,79.1,5378,83.1,1507,91.3,5032,69.4,5032,70.8,,,5016,72.9,4962,76.7,1315,79.6,1079,21.4,,,,,1079,21.7,970,37.7,698,53.1,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,7247,7110,,6881,6468,1651,,,,,,,,
12/31/2021,30097,52,Sweet Grass County,MT,95.8,1595,42.7,1595,44.9,1579,48.2,1520,51.1,702,68.5,1459,39,1459,41.1,,,1455,44.5,1400,47.1,657,64.1,665,45.6,,,,,664,47.4,565,56.9,416,63.3,,,,,A,2,3,,3,3,3,Non-metro,6,7,,7,7,7,,,,,,,,,3737,3550,,3273,2972,1025,,,,,,,,
12/31/2021,27141,52,Sherburne County,MN,94.5,45592,46.9,45591,50.3,43873,54.3,40639,56.6,9923,87.1,41914,43.1,41914,46.2,,,40749,50.4,37653,52.5,8971,78.7,18792,44.8,,,,,18675,49.6,13162,64.6,7088,79,,,,,A,3,3,,4,4,4,Metro,3,3,,4,4,4,,,,,,,,,97238,90672,,80847,71767,11399,,,,,,,,
12/31/2021,39085,52,Lake County,OH,98.7,152897,66.4,152896,69.8,149164,73.9,140300,76,44118,93.1,143931,62.5,143931,65.8,,,141210,70,133079,72,42534,89.8,62256,43.3,,,,,61843,46.5,46166,57,28406,66.8,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,230149,218905,,201771,184715,47371,,,,,,,,
12/31/2021,31169,52,Thayer County,NE,90.3,,0,,0,,0,,0,,0,2286,45.7,2286,48.7,,,2268,53.4,2167,56.5,990,77.5,1076,47.1,,,,,1073,49.5,939,59.5,684,69.1,,,,,A,3,3,,4,4,4,Non-metro,7,7,,8,8,8,,,,,,,,,5003,4697,,4245,3838,1278,,,,,,,,
12/31/2021,42041,52,Cumberland County,PA,94.6,201588,79.6,201569,84.1,195651,89.1,184667,91.4,54119,95,163943,64.7,163936,68.4,,,159894,72.8,150697,74.6,44369,92.9,48980,29.9,,,,,48639,32.3,35718,42.4,22659,51.1,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,253370,239766,,219605,202103,47750,,,,,,,,
12/31/2021,UNK,52,Unknown County,AS,0,40255,0,40252,0,36197,0,29879,0,2971,0,32705,0,32705,0,,,32072,0,26536,0,2711,0,3408,10.4,,,,,3397,12.8,1931,19.9,747,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,51830,52,Williamsburg city,VA,80.6,6672,44.6,6672,46,6662,48.2,6497,48.8,2059,78.6,5856,39.2,5856,40.4,,,5855,42.3,5751,43.2,1938,74,216,3.7,,,,,216,3.8,123,3.9,83,4.3,,,,,B,6,7,,7,7,8,Metro,2,3,,3,3,4,,,,,,,,,14954,14513,,13827,13321,2620,,,,,,,,
12/31/2021,05057,52,Hempstead County,AR,90.4,9939,46.2,9937,49.6,9756,54.8,9203,57.5,2617,65.7,7980,37.1,7978,39.8,,,7942,44.6,7577,47.4,2235,56.1,1512,18.9,,,,,1508,19.9,1258,28.5,877,39.2,,,,,D,14,14,,15,15,15,Non-metro,6,6,,7,7,7,,,,,,,,,21532,20034,,17816,15992,3982,,,,,,,,
12/31/2021,53045,52,Mason County,WA,96.2,42372,63.5,42371,67,41536,71.4,39290,73.1,13851,89.1,38146,57.1,38145,60.3,,,37745,64.9,35788,66.6,12849,82.6,14649,38.4,,,,,14594,40.8,12192,53.8,8424,65.6,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,66768,63241,,58163,53764,15548,,,,,,,,
12/31/2021,54089,52,Summers County,WV,97.3,8268,65.8,8263,68.4,8141,71.8,7682,72.8,2959,90.1,7695,61.2,7691,63.6,,,7602,67,7184,68.1,2803,85.4,3073,39.9,,,,,3065,42.7,2541,51.5,1663,59.3,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,12573,12086,,11341,10547,3283,,,,,,,,
12/31/2021,28103,52,Noxubee County,MS,98.3,6019,57.8,6019,62.4,5982,68.8,5596,71.2,1629,94,5447,52.3,5447,56.4,,,5435,62.5,5120,65.1,1566,90.4,1633,30,,,,,1631,31.9,1417,44.3,871,55.6,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,10417,9652,,8690,7862,1733,,,,,,,,
